,X,customer,traintest,churn,churndep,revenue,mou,recchrge,directas,overage,roam,changem,changer,dropvce,blckvce,unansvce,custcare,threeway,mourec,outcalls,incalls,peakvce,opeakvce,dropblk,callfwdv,callwait,months,uniqsubs,actvsubs,phones,models,eqpdays,age1,age2,children,credita,creditaa,prizmrur,prizmub,prizmtwn,refurb,webcap,truck,rv,occprof,occcler,occcrft,occstud,occhmkr,occret,occself,ownrent,marryun,marryyes,mailord,mailres,mailflag,travel,pcown,creditcd,retcalls,retaccpt,newcelly,newcelln,refer,incmiss,income,mcycle,setprcm,setprc,retcall
65988,65988,1071533,1,1,1,73.51750183,876.75,59.99000168,0.99000001,70.75,0,-446.75,-17.28750038,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,356,46,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,6,0,1,0,0
65989,65989,1071549,1,1,1,73.26999664,660.5,10,0.247500002,153,0.097499996,-348.5,-63.27000046,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,1,310,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
65990,65990,1071550,1,1,1,35.46500015,812.75,44.99000168,0,0,0.159999996,-246.75,0.165000007,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,248,52,52,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,6,0,1,0,0
65991,65991,1071551,1,1,1,76.48500061,255.5,48.82500076,0,0,0.159999996,85.5,-36.49499893,2.333333254,3,19.66666603,1,0,62.87666702,8,0,52,34.66666794,5.333333492,0,0,10,1,1,2,2,180,36,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,7,0,0,129.9899902,0
65992,65992,1071552,1,1,1,166.2024994,2060.75,52.49250031,1.237499952,132.75,77.14749908,-1020.75,-166.2024994,1.333333373,14.33333302,28,1.333333373,0,59.39333344,19.33333397,6,39.66666794,52,20,0,1.666666627,12,1,1,1,1,356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
65993,65993,1071561,1,1,1,4.387499809,35.5,4.355000019,0,0,0,-35.5,0.612500012,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,1,248,34,30,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,9,0,1,0,0
65994,65994,1071562,1,1,1,68.48999786,443.25,44.99000168,0,100.75,0,44.75,36.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,310,30,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
65995,65995,1071565,1,1,1,83.875,153.75,79.98999786,0.247500002,0,10.63749981,-151.75,-10.24499989,1.666666627,2,6.666666508,1.666666627,0,1.269999981,5.666666508,0,16.33333397,18,4.333333492,0,0,12,1,1,1,1,356,38,40,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,6,0,1,0,0
65996,65996,1071569,1,1,1,26.96500015,0,34.46500015,0,0,0,0,37.04499817,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,2,176,32,32,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,149.9899902,0
65997,65997,1071571,1,1,1,21.22500038,358.5,10,1.732499957,1.25,0.257499993,-356.5,-10.83500004,2.666666746,0,18.66666603,0,0,24.79000092,29.66666603,2,68,49.33333206,2.666666746,0,1,10,3,2,4,4,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,129.9899902,0
65998,65998,1071573,1,1,1,155.0850067,1257,59.99000168,0,252.75,0,-1222,-101.0950012,1,4.666666508,24.33333397,0,0,66.18000031,11.33333302,0.333333343,88.66666412,49,5.666666508,0,0,14,1,1,2,2,235,44,74,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,59.98999023,0
65999,65999,1071576,1,1,1,144.2075043,805.25,49.99000168,0.99000001,248.5,18.67749977,-106.25,-31.15749931,12.66666698,3,59.33333206,0,0,173.3533325,76.33333588,10,205.3333282,127.3333359,15.66666698,0,0.333333343,10,2,1,1,1,310,52,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0
66000,66000,1071582,1,1,1,42.58750153,50.75,52.49000168,0,0,0.097499996,5.25,-7.597499847,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,1,310,46,54,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0
66001,66001,1071586,1,1,1,35.82249832,692.25,37.70000076,2.227499962,0,0.097499996,-692.25,-35.82249832,14.66666698,25.33333397,115,5.333333492,2,179.5533295,74.33333588,12.33333302,205,168.6666718,40,0,2.333333254,8,1,1,2,1,248,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149.9899902,0
66002,66002,1071594,1,1,1,149.2649994,1138.75,60.27249908,0.247500002,229.25,0,-71.75,-4.744999886,17.66666603,0,46.66666794,0.666666687,0,81.13999939,149,1.666666627,264.3333435,122.3333359,17.66666603,0,0,14,4,3,1,1,417,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0
66003,66003,1071595,1,1,1,35.28250122,882.75,44.99000168,0,0.75,0,-130.75,-0.292499989,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
66004,66004,1071600,1,1,1,463.2325134,5409.75,142.4900055,5.692500114,1465,36.56750107,-403.75,-129.8224945,106.6666641,13,316.3333435,20.66666603,0.666666687,1327.530029,517,282,873.333313,1167.333374,119.6666641,0,135.6666718,8,1,1,3,2,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,199.9899902,0
66005,66005,1071601,1,1,1,40.22499847,436.5,10,0,100.75,0,172.5,-22.72500038,0,1,8.666666985,0,0,217.6166687,15,1.333333373,66,30,1,0,0,10,4,2,1,1,310,38,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0
66006,66006,1071606,1,1,1,66.23750305,542.75,49.99000168,0,80.25,0.319999993,-36.75,0.252499998,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,1,248,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
66007,66007,1071609,1,1,1,85.02500153,1587.75,69.98999786,1.485000014,78.5,0,-186.75,-3.734999895,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,356,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0
66008,66008,1071613,1,1,1,10,21.75,10,0,0,0,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,2,1,405,28,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,149.9899902,0
66009,66009,1071614,1,1,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,310,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
66010,66010,1071616,1,1,1,118.5849991,630.25,59.99000168,0.495000005,170.25,0,3.75,-0.995000005,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,1,1,355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66011,66011,1071625,1,1,1,50.73249817,312.25,59.99000168,0.742500007,0,0,-98.25,-0.742500007,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,1,355,34,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
66012,66012,1071628,1,1,1,99.10500336,708.75,62.49250031,1.485000014,107,0,30.25,-78.625,2.666666746,4.666666508,126.6666641,0,0.666666687,81.58333588,24.33333397,6.666666508,203,22,7.333333492,0,1.666666627,8,3,2,2,2,95,60,28,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,29.98999023,0
66013,66013,1071632,1,1,1,197.3524933,2488,74.98999786,0,462,0,948,234.7375031,34.33333206,1.333333373,109.6666641,0,0.333333343,368.7166748,136.3333282,22.33333397,368.3333435,300.3333435,35.66666794,0,22,10,4,2,1,1,309,54,44,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0
66014,66014,1071635,1,1,1,29.98999977,117.25,29.98999977,0,0,0,-18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,1,1,355,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66015,66015,1071639,1,1,1,23.98999977,0,29.98999977,0,0,0,0,0,0,0,0.333333343,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,22,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0
66016,66016,1071641,1,1,1,27.55500031,7.5,35.05500031,0,0,0,-7.5,-7.565000057,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
66017,66017,1071642,1,1,1,67.12249756,305.75,37.40750122,0.495000005,0,1.440000057,-165.75,-47.46250153,1.666666627,5,14.33333302,5.666666508,0,12.4533329,18.66666603,2,51.33333206,28.33333397,6.666666508,0,0,8,4,2,1,1,247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
66018,66018,1071643,1,1,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,355,46,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
66019,66019,1071654,1,1,1,56.52999878,475.5,44.99000168,0.99000001,45,0.800000012,-113.5,-17.54000092,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,1,309,58,48,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,9,0,1,0,0
66020,66020,1071655,1,1,1,54.93999863,454,39.99000168,0,27,0,-84,-16.95000076,5,0.333333343,17,6.333333492,0,85.45666504,17,0,52,42,5.333333492,0,0.666666687,12,1,1,1,1,355,26,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
66021,66021,1071661,1,1,1,53.45500183,214.75,59.99000168,3.464999914,0,0,197.25,5.445000172,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,44,42,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,6,0,1,0,0
66022,66022,1071664,1,1,1,32.79000092,129.25,39.99000168,1.485000014,0,1.315000057,204.75,4.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,46,46,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,9,0,1,0,0
66023,66023,1071665,1,1,1,49.99000168,606.75,69.98999786,0,0,0,-71.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,355,74,74,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5,0,1,0,0
66024,66024,1071668,1,1,1,62.82249832,647.75,69.98999786,1.237499952,0,0,-141.75,5.127500057,6.666666508,9,65.33333588,1.666666627,0,131.386673,79.66666412,6.666666508,107.6666641,225.3333282,15.66666698,0,6.333333492,10,1,1,3,3,149,50,50,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,129.9899902,0
66025,66025,1071671,1,1,1,168.6950073,2040.5,106.6575012,5.445000172,138.5,8.692500114,-316.5,108.8349991,21.33333397,0.666666687,75.66666412,2,0,1010.960022,57.33333206,6,279,239.6666718,22,0,5.333333492,14,1,1,1,1,416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66026,66026,1071683,1,1,1,29.98999977,51,39.99000168,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,1,416,62,52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,7,0,1,0,0
66027,66027,1071690,1,1,1,41.11999893,160.75,41.11999893,0,0,0,43.25,-6.130000114,0.333333343,0,11,0.333333343,0.333333343,32.48333359,7.333333492,2,29.66666603,3.666666746,0.333333343,0,0,12,3,2,1,1,355,34,34,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
66028,66028,1071694,1,1,1,25.99250031,304.75,29.50749969,1.485000014,0,0,-269.75,-60.83250046,1.666666627,0,63.33333206,8,0,79.40333557,5.666666508,0.666666687,75,58.66666794,1.666666627,0,0,12,1,1,1,1,355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
66029,66029,1071696,1,1,1,60.25749969,1062,59.49000168,0,17,0,-189,-6.267499924,5.666666508,23,156.3333282,41.33333206,0,304.9333191,53.66666794,93.66666412,325.3333435,325.3333435,28.66666603,0,6.333333492,14,2,2,1,1,416,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66030,66030,1071697,1,1,1,35.75500107,840.25,43.29499817,1.980000019,0,0.479999989,-840.25,-15.76500034,13.33333302,7.666666508,24,3,1,178.3566742,23.33333397,2,132,99.33333588,21,0,5,12,1,1,3,2,91,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.9899902,0
66031,66031,1071701,1,1,1,14,83,10,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,1,309,46,44,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0
66032,66032,1071702,1,1,1,46.90499878,578.75,44.82249832,0.99000001,4.75,0.194999993,-83.75,-1.754999995,2.666666746,10,34.66666794,2,0,153.6999969,18.66666603,3.666666746,68.33333588,110.6666641,12.66666698,0,0.666666687,14,1,1,3,1,346,50,50,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,129.9899902,0
66033,66033,1071712,1,1,1,72.79250336,671.25,44.99000168,0.99000001,93.75,0,-168.25,-22.3125,2,5.333333492,79,1,0,269.8699951,39.66666794,7.666666508,130,64,7.333333492,0,2.666666746,14,2,2,1,1,416,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66034,66034,1071717,1,1,1,29.17499924,393.5,35.89250183,0,0.25,0,154.5,1.565000057,4.333333492,0,24.33333397,2,0,16.07999992,18.66666603,0,29.66666603,50.66666794,4.333333492,0,1,10,1,1,2,2,59,48,50,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,149.9899902,0
66035,66035,1071718,1,1,1,64.36499786,453,33.74250031,0,86,0.772499979,-391,-64.36499786,19,0.666666687,28.66666603,6.333333492,1.666666627,51.94666672,52,2.666666746,154,62.66666794,19.66666603,0,4.333333492,14,1,1,3,3,167,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,199.9899902,1
66036,66036,1071719,1,1,1,68.71749878,582.75,49.67250061,0.742500007,32.5,2.832499981,-76.75,-25.13750076,7.333333492,63.66666794,38.33333206,5,3,79.78333282,26.33333397,22.33333397,133.3333282,68.33333588,71,0,0,10,2,2,2,2,188,46,24,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,59.98999023,0
66037,66037,1071721,1,1,1,10.24750042,38,10,0.247500002,0,0,-33,-0.247500002,0,0.666666687,0,0,0,0,0,0,4,0.333333343,0.666666687,0,0,14,9,2,1,1,416,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
66038,66038,1071723,1,1,1,78.13249969,791.5,44.99000168,3.217499971,102.5,0,-156.5,-28.24250031,8.333333015,7.666666508,62.33333206,0,0,154.8733368,34,14.66666698,138.3333282,202.3333282,16,0,7.333333492,12,2,2,2,2,329,58,50,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,129.9899902,0
66039,66039,1071726,1,1,1,29.83250046,479.75,33.74250031,0.742500007,0.25,0,206.25,-15.86250019,4.666666508,0,68,2,0,35.70333481,22.33333397,3,93.33333588,84,4.666666508,0,0.666666687,12,1,1,1,1,355,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,1,0,0
66040,66040,1071731,1,1,1,38.05749893,314.25,44.99000168,0.247500002,7.5,0.194999993,-95.25,-2.287499905,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,42,44,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,5,0,1,0,0
66041,66041,1071732,1,1,1,29.98999977,133.5,39.99000168,0,0,0,-71.5,0,0.666666687,14.33333302,3,0,0,22.10000038,5.333333492,6.333333492,25,21.33333397,15,0,0,10,1,1,4,2,15,32,30,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,149.9899902,0
66042,66042,1071743,1,1,1,39.61000061,393.25,49.99000168,1.485000014,0.25,2.75,140.75,7.099999905,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,247,48,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
66043,66043,1071747,1,1,1,35.86500168,61.5,47.49000168,0,0,0,-41.5,-5.875,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66044,66044,1071750,1,1,1,114.3075027,474.25,33.12250137,1.485000014,277,0,-92.25,-77.32749939,5.333333492,0.666666687,20.33333397,1.333333373,0.666666687,102.1433334,59,1.333333373,140,34.66666794,6,0,0.666666687,12,2,2,1,1,355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66045,66045,1071755,1,1,1,53.01750183,479.25,44.99000168,0.742500007,44.5,0.159999996,-200.25,-14.48750019,1.666666627,0.333333343,51.33333206,0.333333343,1.666666627,283.8599854,18.33333397,3.333333254,67.33333588,76.33333588,2,0,2.333333254,12,3,2,2,2,183,22,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,149.9899902,0
66046,66046,1071763,1,1,1,15.25,282.75,10,0,17.5,0,75.25,-5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,1,355,58,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
66047,66047,1071764,1,1,1,52.54750061,368.25,59.99000168,1.980000019,0.25,0.479999989,23.75,-2.167500019,10.33333302,0.666666687,21.66666603,5,0,54.86999893,28.33333397,10.33333302,60.66666794,38.66666794,11,0,0,10,1,1,1,1,309,34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,8,0,1,0,0
66048,66048,1071773,1,1,1,57.49499893,1012.5,54.99000168,0,18.75,1.942499995,47.5,0.805000007,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
66049,66049,1071776,1,1,1,44.99000168,660,54.99000168,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,40,36,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0
66050,66050,1071778,1,1,1,45.47999954,832.666687,29.99666595,0,49,0,NA,NA,33.33333206,3,163.3333282,3.333333254,0,222.3066711,25.33333397,3.333333254,263,123.3333359,36.33333206,0,0,14,1,1,1,1,416,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,1,0,1
66051,66051,1071781,1,1,1,10.47999954,52.25,10,0,0,0.479999989,30.75,-0.479999989,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,1,309,38,34,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
66052,66052,1071786,1,1,1,22.49250031,0,39.99000168,0,0,0,0,7.497499943,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,48,48,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,8,0,1,0,0
66053,66053,1071789,1,1,1,29.99250031,21.25,37.49250031,0,0,0,11.75,-29.99250031,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,355,58,52,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,8,0,1,0,0
66054,66054,1071792,1,1,1,54.10250092,149.5,34.42499924,0.495000005,71.25,0.682500005,82.5,41.86750031,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,1,355,48,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,0,1,0,0
66055,66055,1071798,1,1,1,30.18499947,49.75,39.99000168,0,0,0.194999993,-28.75,-0.194999993,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,1,309,40,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5,0,1,0,0
66056,66056,1071816,1,1,1,77.10250092,123.75,44.99000168,0,0,42.11249924,-5.75,1.527500033,0,0,0,0,0,0.216666669,0.333333343,0,0,1.666666627,0,0,0,12,1,1,2,1,348,38,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,59.98999023,0
66057,66057,1071821,1,1,1,70.94999695,342.5,39.99000168,2.474999905,86.5,0,-225.5,-31.29000092,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,1,1,355,54,22,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,6,0,1,0,0
66058,66058,1071827,1,1,1,43.36999893,694.5,39.99000168,0.247500002,30.75,0.194999993,-120.5,-11.27999973,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,1,306,44,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,129.9899902,0
66059,66059,1071831,1,1,1,17.70999908,36,10,0,7.5,0.097499996,28,5.679999828,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,1,309,46,22,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0
66060,66060,1071835,1,1,1,46.25749969,460.25,39.99000168,0,33.75,2.970000029,28.75,-11.81750011,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,50,18,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
66061,66061,1071838,1,1,1,99.35250092,1822.5,87.89250183,0.247500002,59.75,2.087500095,-229.5,-21.52249908,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,309,48,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
66062,66062,1071845,1,1,1,66.53749847,693.75,69.98999786,0.247500002,21,0,192.25,5.542500019,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,1,1,416,60,58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
